"concert_id","date","venue","city","latitude","longitude","country","tour","song_name"
"1bd3adc0","23-09-1998","Jäähalli","Helsinki",60.176,24.934,"Finland","Virtual XI World Tour","1. The Clansman (from tape, oringinally by Sergei Prokofiev)<br>2. When Two Worlds Collide<br>3. Lord of the Flies<br>4. 2 Minutes to Midnight<br>5. The Educated Fool<br>6. Sign of the Cross<br>7. Afraid to Shoot Strangers<br>8. Hallowed Be Thy Name<br>9. The Evil That Men Do<br>10. Fear of the Dark<br>11. Iron Maiden<br>12. The Number of the Beast<br>13. The Trooper<br>14. Sanctuary<br>15. Futureal<br>16. The Angel and the Gambler<br>17. Man on the Edge<br>18. Lightning Strikes Twice<br>19. Heaven Can Wait<br>20. The Clansman"
"4bd39f02","20-09-1998","Vega","Copenhagen",55.6776812020993,12.5709342956543,"Denmark","Virtual XI World Tour","1. When Two Worlds Collide<br>2. Lord of the Flies<br>3. 2 Minutes to Midnight<br>4. The Educated Fool<br>5. Sign of the Cross<br>6. Afraid to Shoot Strangers<br>7. Hallowed Be Thy Name<br>8. The Evil That Men Do<br>9. Fear of the Dark<br>10. Iron Maiden<br>11. The Number of the Beast<br>12. The Trooper<br>13. Sanctuary<br>14. Futureal<br>15. The Angel and the Gambler<br>16. Man on the Edge<br>17. Lightning Strikes Twice<br>18. Heaven Can Wait<br>19. The Clansman"
"53d39f0d","19-09-1998","Alsterdorfer Sporthalle","Hamburg",53.55,10,"Germany","Virtual XI World Tour","1. When Two Worlds Collide<br>2. Lord of the Flies<br>3. 2 Minutes to Midnight<br>4. The Educated Fool<br>5. Sign of the Cross<br>6. Afraid to Shoot Strangers<br>7. Hallowed Be Thy Name<br>8. The Evil That Men Do<br>9. Fear of the Dark<br>10. Iron Maiden<br>11. The Number of the Beast<br>12. The Trooper<br>13. Sanctuary<br>14. Futureal<br>15. The Angel and the Gambler<br>16. Man on the Edge<br>17. Lightning Strikes Twice<br>18. Heaven Can Wait<br>19. The Clansman"
"4bd39f0e","18-09-1998","Thüringenhalle","Erfurt",50.9833333,11.0333333,"Germany","Virtual XI World Tour","1. When Two Worlds Collide<br>2. Lord of the Flies<br>3. 2 Minutes to Midnight<br>4. The Educated Fool<br>5. Sign of the Cross<br>6. Afraid to Shoot Strangers<br>7. Hallowed Be Thy Name<br>8. The Evil That Men Do<br>9. Fear of the Dark<br>10. Iron Maiden<br>11. The Number of the Beast<br>12. The Trooper<br>13. Sanctuary<br>14. Futureal<br>15. The Angel and the Gambler<br>16. Man on the Edge<br>17. Lightning Strikes Twice<br>18. Heaven Can Wait<br>19. The Clansman"
"43d39f0f","16-09-1998","Stadthalle","Fürth",49.4759324874152,10.9885597229004,"Germany","Virtual XI World Tour","1. When Two Worlds Collide<br>2. Lord of the Flies<br>3. 2 Minutes to Midnight<br>4. The Educated Fool<br>5. Sign of the Cross<br>6. Afraid to Shoot Strangers<br>7. Hallowed Be Thy Name<br>8. The Evil That Men Do<br>9. Fear of the Dark<br>10. Iron Maiden<br>11. The Number of the Beast<br>12. The Trooper<br>13. Sanctuary<br>14. Futureal<br>15. The Angel and the Gambler<br>16. Man on the Edge<br>17. Lightning Strikes Twice<br>18. Heaven Can Wait<br>19. The Clansman"
"2bd4e012","15-09-1998","Colosseum","Munich",48.1374325498109,11.5754914283752,"Germany","Virtual XI World Tour","1. When Two Worlds Collide<br>2. Lord of the Flies<br>3. 2 Minutes to Midnight<br>4. The Educated Fool<br>5. Sign of the Cross<br>6. Afraid to Shoot Strangers<br>7. Hallowed Be Thy Name<br>8. The Evil That Men Do<br>9. Fear of the Dark<br>10. Iron Maiden<br>11. The Number of the Beast<br>12. The Trooper<br>13. Sanctuary<br>14. Futureal<br>15. The Angel and the Gambler<br>16. Man on the Edge<br>17. Lightning Strikes Twice<br>18. Heaven Can Wait<br>19. The Clansman"
"1bd66974","13-09-1998","Malá Sportovní Hala","Prague",50.0878367932108,14.4241322001241,"Czechia","Virtual XI World Tour","1. When Two Worlds Collide<br>2. Lord of the Flies<br>3. 2 Minutes to Midnight<br>4. The Educated Fool<br>5. Sign of the Cross<br>6. Afraid to Shoot Strangers<br>7. Hallowed Be Thy Name<br>8. The Evil That Men Do<br>9. Fear of the Dark<br>10. Iron Maiden<br>11. The Number of the Beast<br>12. The Trooper<br>13. Sanctuary<br>14. Futureal<br>15. The Angel and the Gambler<br>16. Man on the Edge<br>17. Lightning Strikes Twice<br>18. Heaven Can Wait<br>19. The Clansman"
"5bd77f64","12-09-1998","Spodek","Katowice",50.2333333,19.0333333,"Poland","Virtual XI World Tour","1. When Two Worlds Collide<br>2. Lord of the Flies<br>3. 2 Minutes to Midnight<br>4. The Educated Fool<br>5. Sign of the Cross<br>6. Fear of the Dark<br>7. Afraid to Shoot Strangers<br>8. The Clairvoyant<br>9. The Evil That Men Do<br>10. Hallowed Be Thy Name<br>11. Iron Maiden<br>12. The Number of the Beast<br>13. The Trooper<br>14. Sanctuary<br>15. Futureal<br>16. The Angel and the Gambler<br>17. Man on the Edge<br>18. Lightning Strikes Twice<br>19. Heaven Can Wait<br>20. The Clansman"
"3bd5c038","11-09-1998","E-Klub","Budapest",47.5,19.08333,"Hungary","Virtual XI World Tour","1. When Two Worlds Collide<br>2. Lord of the Flies<br>3. 2 Minutes to Midnight<br>4. The Educated Fool<br>5. Sign of the Cross<br>6. Afraid to Shoot Strangers<br>7. Hallowed Be Thy Name<br>8. The Evil That Men Do<br>9. The Clairvoyant<br>10. Fear of the Dark<br>11. Iron Maiden<br>12. The Number of the Beast<br>13. The Trooper<br>14. Sanctuary<br>15. Futureal<br>16. The Angel and the Gambler<br>17. Man on the Edge<br>18. Lightning Strikes Twice<br>19. Heaven Can Wait<br>20. The Clansman"
"7bd41658","08-09-1998","Harbiye Cemil Topuzlu Açıkhava Tiyatrosu","Istanbul",41.0350820029997,28.9833068847656,"Turkey","Virtual XI World Tour","1. When Two Worlds Collide<br>2. Lord of the Flies<br>3. 2 Minutes to Midnight<br>4. The Educated Fool<br>5. Sign of the Cross<br>6. Afraid to Shoot Strangers<br>7. Hallowed Be Thy Name<br>8. The Evil That Men Do<br>9. The Clairvoyant<br>10. Fear of the Dark<br>11. Iron Maiden<br>12. The Number of the Beast<br>13. The Trooper<br>14. Sanctuary<br>15. Futureal<br>16. The Angel and the Gambler<br>17. Man on the Edge<br>18. Lightning Strikes Twice<br>19. Heaven Can Wait<br>20. The Clansman"
"73d41659","07-09-1998","Harbiye Cemil Topuzlu Açıkhava Tiyatrosu","Istanbul",41.0350820029997,28.9833068847656,"Turkey","Virtual XI World Tour","1. When Two Worlds Collide<br>2. Lord of the Flies<br>3. 2 Minutes to Midnight<br>4. The Educated Fool<br>5. Sign of the Cross<br>6. Afraid to Shoot Strangers<br>7. Hallowed Be Thy Name<br>8. The Evil That Men Do<br>9. Fear of the Dark<br>10. Iron Maiden<br>11. The Number of the Beast<br>12. The Trooper<br>13. Sanctuary<br>14. Futureal<br>15. The Angel and the Gambler<br>16. Man on the Edge<br>17. Lightning Strikes Twice<br>18. Heaven Can Wait<br>19. The Clansman"
"43d39f17","05-09-1998","Theatro Dasous","Thessaloniki",40.6402778,22.9438889,"Greece","Virtual XI World Tour","1. When Two Worlds Collide<br>2. Lord of the Flies<br>3. 2 Minutes to Midnight<br>4. The Educated Fool<br>5. Sign of the Cross<br>6. Afraid to Shoot Strangers<br>7. Hallowed Be Thy Name<br>8. The Evil That Men Do<br>9. The Clairvoyant<br>10. Fear of the Dark<br>11. Iron Maiden<br>12. The Number of the Beast<br>13. The Trooper<br>14. Sanctuary<br>15. Futureal<br>16. The Angel and the Gambler<br>17. Man on the Edge<br>18. Lightning Strikes Twice<br>19. Heaven Can Wait<br>20. The Clansman"
"1bd5f5f4","04-09-1998","Lycabettus Theatre","Athens",37.9833333,23.7333333,"Greece","Virtual XI World Tour","1. When Two Worlds Collide<br>2. Lord of the Flies<br>3. 2 Minutes to Midnight<br>4. The Educated Fool<br>5. Sign of the Cross<br>6. Afraid to Shoot Strangers<br>7. Hallowed Be Thy Name<br>8. The Evil That Men Do<br>9. The Clairvoyant<br>10. Fear of the Dark<br>11. Iron Maiden<br>12. The Number of the Beast<br>13. The Trooper<br>14. Sanctuary<br>15. Futureal<br>16. The Angel and the Gambler<br>17. Man on the Edge<br>18. Lightning Strikes Twice<br>19. Heaven Can Wait<br>20. The Clansman"
"5bd70bd8","09-08-1998","Palacio de los Deportes","Mexico City",19.434,-99.139,"Mexico","Virtual XI World Tour","1. When Two Worlds Collide<br>2. Lord of the Flies<br>3. 2 Minutes to Midnight<br>4. The Educated Fool<br>5. Sign of the Cross<br>6. Hallowed Be Thy Name<br>7. The Evil That Men Do<br>8. Fear of the Dark<br>9. Iron Maiden<br>10. The Number of the Beast<br>11. The Trooper<br>12. Sanctuary<br>13. Futureal<br>14. The Angel and the Gambler<br>15. Man on the Edge<br>16. Lightning Strikes Twice<br>17. Heaven Can Wait<br>18. The Clansman"
"53d39f11","07-08-1998","Auditorio Coca-Cola","Monterrey",25.671,-100.308,"Mexico","Virtual XI World Tour","1. When Two Worlds Collide<br>2. Lord of the Flies<br>3. 2 Minutes to Midnight<br>4. The Educated Fool<br>5. Sign of the Cross<br>6. Hallowed Be Thy Name<br>7. Afraid to Shoot Strangers<br>8. The Evil That Men Do<br>9. Fear of the Dark<br>10. Iron Maiden<br>11. The Number of the Beast<br>12. The Trooper<br>13. Sanctuary<br>14. Futureal<br>15. The Angel and the Gambler<br>16. Man on the Edge<br>17. Lightning Strikes Twice<br>18. Heaven Can Wait<br>19. The Clansman"
"13d3a549","04-08-1998","SDSU Open Air Theatre, San Diego State University","San Diego, CA",32.7153292,-117.1572551,"United States","Virtual XI World Tour","1. When Two Worlds Collide<br>2. Murders in the Rue Morgue<br>3. 2 Minutes to Midnight<br>4. The Educated Fool<br>5. Sign of the Cross<br>6. Hallowed Be Thy Name<br>7. Afraid to Shoot Strangers<br>8. The Evil That Men Do<br>9. Fear of the Dark<br>10. Iron Maiden<br>11. The Number of the Beast<br>12. The Trooper<br>13. Sanctuary<br>14. Futureal<br>15. The Angel and the Gambler<br>16. Man on the Edge<br>17. Lightning Strikes Twice<br>18. Heaven Can Wait<br>19. The Clansman"
"3d3a54f","02-08-1998","Universal Amphitheatre","Universal City, CA",34.1388962,-118.3534115,"United States","Virtual XI World Tour","1. When Two Worlds Collide<br>2. Lord of the Flies<br>3. 2 Minutes to Midnight<br>4. The Educated Fool<br>5. Sign of the Cross<br>6. Hallowed Be Thy Name<br>7. The Evil That Men Do<br>8. Fear of the Dark<br>9. Iron Maiden<br>10. The Number of the Beast<br>11. The Trooper<br>12. Sanctuary<br>13. Futureal<br>14. The Angel and the Gambler<br>15. Man on the Edge<br>16. Lightning Strikes Twice<br>17. Heaven Can Wait<br>18. The Clansman"
"43d39f13","15-07-1998","The Joint at Hard Rock Hotel","Las Vegas, NV",36.1749705,-115.137223,"United States","Virtual XI World Tour","1. When Two Worlds Collide<br>2. 2 Minutes to Midnight<br>3. The Educated Fool<br>4. Sign of the Cross<br>5. Hallowed Be Thy Name<br>6. Afraid to Shoot Strangers<br>7. The Evil That Men Do<br>8. Fear of the Dark<br>9. Iron Maiden<br>10. The Number of the Beast<br>11. The Trooper<br>12. Sanctuary<br>13. Futureal<br>14. The Angel and the Gambler<br>15. Man on the Edge<br>16. Lightning Strikes Twice<br>17. Heaven Can Wait<br>18. The Clansman"
"5bd39f1c","14-07-1998","Celebrity Theatre","Phoenix, AZ",33.4483771,-112.0740373,"United States","Virtual XI World Tour","1. When Two Worlds Collide<br>2. 2 Minutes to Midnight<br>3. The Educated Fool<br>4. Sign of the Cross<br>5. Hallowed Be Thy Name<br>6. Afraid to Shoot Strangers<br>7. The Evil That Men Do<br>8. Fear of the Dark<br>9. Iron Maiden<br>10. The Number of the Beast<br>11. The Trooper<br>12. Sanctuary<br>13. Futureal<br>14. The Angel and the Gambler<br>15. Man on the Edge<br>16. Lightning Strikes Twice<br>17. Heaven Can Wait<br>18. The Clansman"
"33d2f005","12-07-1998","Coca-Cola Starplex Amphitheatre","Dallas, TX",32.7830556,-96.8066667,"United States","Virtual XI World Tour","1. When Two Worlds Collide<br>2. 2 Minutes to Midnight<br>3. The Educated Fool<br>4. Sign of the Cross<br>5. Hallowed Be Thy Name<br>6. The Evil That Men Do<br>7. Fear of the Dark<br>8. Iron Maiden<br>9. The Number of the Beast<br>10. The Trooper<br>11. Sanctuary<br>12. Futureal<br>13. The Angel and the Gambler<br>14. Man on the Edge<br>15. Lightning Strikes Twice<br>16. Heaven Can Wait<br>17. The Clansman"
"53d39f1d","11-07-1998","The Road House","San Benito, TX",26.132576,-97.6311006,"United States","Virtual XI World Tour","1. When Two Worlds Collide<br>2. 2 Minutes to Midnight<br>3. The Educated Fool<br>4. Sign of the Cross<br>5. Hallowed Be Thy Name<br>6. Afraid to Shoot Strangers<br>7. The Evil That Men Do<br>8. Fear of the Dark<br>9. Iron Maiden<br>10. The Number of the Beast<br>11. The Trooper<br>12. Sanctuary<br>13. Futureal<br>14. The Angel and the Gambler<br>15. Man on the Edge<br>16. Lightning Strikes Twice<br>17. Heaven Can Wait<br>18. The Clansman"
"43d39f2f","10-07-1998","Sunken Gardens Theater","San Antonio, TX",29.4241219,-98.4936282,"United States","Virtual XI World Tour","1. When Two Worlds Collide<br>2. 2 Minutes to Midnight<br>3. The Educated Fool<br>4. Sign of the Cross<br>5. Hallowed Be Thy Name<br>6. Afraid to Shoot Strangers<br>7. The Evil That Men Do<br>8. Fear of the Dark<br>9. Iron Maiden<br>10. The Number of the Beast<br>11. The Trooper<br>12. Sanctuary<br>13. Futureal<br>14. The Angel and the Gambler<br>15. Man on the Edge<br>16. Lightning Strikes Twice<br>17. Heaven Can Wait<br>18. The Clansman"
"1bd3a54c","07-07-1998","Roseland Ballroom","New York, NY",40.7142691,-74.0059729,"United States","Virtual XI World Tour","1. When Two Worlds Collide<br>2. 2 Minutes to Midnight<br>3. The Educated Fool<br>4. Sign of the Cross<br>5. Hallowed Be Thy Name<br>6. Afraid to Shoot Strangers<br>7. The Evil That Men Do<br>8. Fear of the Dark<br>9. Iron Maiden<br>10. The Number of the Beast<br>11. The Trooper<br>12. Sanctuary<br>13. Futureal<br>14. The Angel and the Gambler<br>15. Man on the Edge<br>16. Lightning Strikes Twice<br>17. Heaven Can Wait<br>18. The Clansman"
"5bd39f28","05-07-1998","Agora du Vieux-Port","Quebec City",46.812,-71.215,"Canada","Virtual XI World Tour","1. When Two Worlds Collide<br>2. Lord of the Flies<br>3. 2 Minutes to Midnight<br>4. The Educated Fool<br>5. Sign of the Cross<br>6. Hallowed Be Thy Name<br>7. Afraid to Shoot Strangers<br>8. The Evil That Men Do<br>9. The Clairvoyant<br>10. Fear of the Dark<br>11. Iron Maiden<br>12. The Number of the Beast<br>13. The Trooper<br>14. Sanctuary<br>15. Futureal<br>16. The Angel and the Gambler<br>17. Man on the Edge<br>18. Lightning Strikes Twice<br>19. Heaven Can Wait<br>20. The Clansman"
"4bd39f2a","04-07-1998","Stade duMaurier","Montreal",45.5088375,-73.587809,"Canada","Virtual XI World Tour","1. When Two Worlds Collide<br>2. Lord of the Flies<br>3. 2 Minutes to Midnight<br>4. The Educated Fool<br>5. Sign of the Cross<br>6. Hallowed Be Thy Name<br>7. Afraid to Shoot Strangers<br>8. The Evil That Men Do<br>9. The Clairvoyant<br>10. Fear of the Dark<br>11. Iron Maiden<br>12. The Number of the Beast<br>13. The Trooper<br>14. Sanctuary<br>15. Futureal<br>16. The Angel and the Gambler<br>17. Man on the Edge<br>18. Lightning Strikes Twice<br>19. Heaven Can Wait<br>20. The Clansman"
"3d3a543","02-07-1998","Nautica Stage","Cleveland, OH",41.4994954,-81.6954088,"United States","Virtual XI World Tour","1. When Two Worlds Collide<br>2. 2 Minutes to Midnight<br>3. The Educated Fool<br>4. Sign of the Cross<br>5. Hallowed Be Thy Name<br>6. Afraid to Shoot Strangers<br>7. The Evil That Men Do<br>8. The Clairvoyant<br>9. Fear of the Dark<br>10. Iron Maiden<br>11. The Number of the Beast<br>12. The Trooper<br>13. Sanctuary<br>14. Futureal<br>15. The Angel and the Gambler<br>16. Man on the Edge<br>17. Lightning Strikes Twice<br>18. Heaven Can Wait<br>19. The Clansman"
"7bd5b6e4","01-07-1998","Pine Knob Music Theatre","Clarkston, MI",42.7086411,-83.4396633,"United States","Virtual XI World Tour","1. When Two Worlds Collide<br>2. Lord of the Flies<br>3. 2 Minutes to Midnight<br>4. The Educated Fool<br>5. Sign of the Cross<br>6. Hallowed Be Thy Name<br>7. Afraid to Shoot Strangers<br>8. The Evil That Men Do<br>9. The Clairvoyant<br>10. Fear of the Dark<br>11. Iron Maiden<br>12. The Number of the Beast<br>13. The Trooper<br>14. Sanctuary<br>15. Futureal<br>16. The Angel and the Gambler<br>17. Man on the Edge<br>18. Lightning Strikes Twice<br>19. Heaven Can Wait<br>20. The Clansman"
"43d39f2b","30-06-1998","Wings Stadium","Kalamazoo, MI",42.2917069,-85.5872286,"United States","Virtual XI World Tour","1. When Two Worlds Collide<br>2. Lord of the Flies<br>3. 2 Minutes to Midnight<br>4. The Educated Fool<br>5. Sign of the Cross<br>6. Hallowed Be Thy Name<br>7. Afraid to Shoot Strangers<br>8. The Evil That Men Do<br>9. The Clairvoyant<br>10. Fear of the Dark<br>11. Iron Maiden<br>12. The Number of the Beast<br>13. The Trooper<br>14. Sanctuary<br>15. Futureal<br>16. The Angel and the Gambler<br>17. Man on the Edge<br>18. Lightning Strikes Twice<br>19. Heaven Can Wait<br>20. The Clansman"
"1bd3a540","28-06-1998","Copps Coliseum","Hamilton",43.233408354,-79.949639869,"Canada","Virtual XI World Tour","1. When Two Worlds Collide<br>2. Lord of the Flies<br>3. 2 Minutes to Midnight<br>4. The Educated Fool<br>5. Sign of the Cross<br>6. Hallowed Be Thy Name<br>7. Afraid to Shoot Strangers<br>8. The Evil That Men Do<br>9. The Clairvoyant<br>10. Fear of the Dark<br>11. Iron Maiden<br>12. The Number of the Beast<br>13. The Trooper<br>14. Sanctuary<br>15. Futureal<br>16. The Angel and the Gambler<br>17. Man on the Edge<br>18. Lightning Strikes Twice<br>19. Heaven Can Wait<br>20. The Clansman"
"5bd39f34","27-06-1998","Brewery District Pavilion","Columbus, OH",39.9611755,-82.9987942,"United States","Virtual XI World Tour","1. When Two Worlds Collide<br>2. Lord of the Flies<br>3. 2 Minutes to Midnight<br>4. The Educated Fool<br>5. Sign of the Cross<br>6. Hallowed Be Thy Name<br>7. Afraid to Shoot Strangers<br>8. The Evil That Men Do<br>9. The Clairvoyant<br>10. Fear of the Dark<br>11. Iron Maiden<br>12. The Number of the Beast<br>13. The Trooper<br>14. Sanctuary<br>15. Futureal<br>16. The Angel and the Gambler<br>17. Man on the Edge<br>18. Lightning Strikes Twice<br>19. Heaven Can Wait<br>20. The Clansman"
"53d39f35","26-06-1998","Riviera Theatre","Chicago, IL",41.850033,-87.6500523,"United States","Virtual XI World Tour","1. When Two Worlds Collide<br>2. Lord of the Flies<br>3. 2 Minutes to Midnight<br>4. The Educated Fool<br>5. Sign of the Cross<br>6. Hallowed Be Thy Name<br>7. Afraid to Shoot Strangers<br>8. The Evil That Men Do<br>9. The Clairvoyant<br>10. Fear of the Dark<br>11. Iron Maiden<br>12. The Number of the Beast<br>13. The Trooper<br>14. Sanctuary<br>15. Futureal<br>16. The Angel and the Gambler<br>17. Man on the Edge<br>18. Lightning Strikes Twice<br>19. Heaven Can Wait<br>20. The Clansman"
"4bd39f36","30-05-1998","Greek Theatre","Attard",35.88972,14.4425,"Malta","Virtual XI World Tour","1. When Two Worlds Collide<br>2. Lord of the Flies<br>3. 2 Minutes to Midnight<br>4. The Educated Fool<br>5. Sign of the Cross<br>6. Hallowed Be Thy Name<br>7. Afraid to Shoot Strangers<br>8. The Evil That Men Do<br>9. The Clairvoyant<br>10. Fear of the Dark<br>11. Iron Maiden<br>12. The Number of the Beast<br>13. The Trooper<br>14. Sanctuary<br>15. Futureal<br>16. The Angel and the Gambler<br>17. Man on the Edge<br>18. Lightning Strikes Twice<br>19. Heaven Can Wait<br>20. The Clansman"
"1bd3a544","28-05-1998","Zénith Sud","Montpellier",43.6,3.883,"France","Virtual XI World Tour","1. When Two Worlds Collide<br>2. Lord of the Flies<br>3. 2 Minutes to Midnight<br>4. The Educated Fool<br>5. Sign of the Cross<br>6. Hallowed Be Thy Name<br>7. Afraid to Shoot Strangers<br>8. The Evil That Men Do<br>9. The Clairvoyant<br>10. Fear of the Dark<br>11. Iron Maiden<br>12. The Number of the Beast<br>13. The Trooper<br>14. Sanctuary<br>15. Futureal<br>16. The Angel and the Gambler<br>17. Man on the Edge<br>18. Lightning Strikes Twice<br>19. Heaven Can Wait<br>20. The Clansman"
"43d39f37","26-05-1998","Polígono Industrial","El Puig",39.58856,-0.31161,"Spain","Virtual XI World Tour","1. When Two Worlds Collide<br>2. Lord of the Flies<br>3. 2 Minutes to Midnight<br>4. The Educated Fool<br>5. Sign of the Cross<br>6. Hallowed Be Thy Name<br>7. Afraid to Shoot Strangers<br>8. The Evil That Men Do<br>9. The Clairvoyant<br>10. Fear of the Dark<br>11. Iron Maiden<br>12. The Number of the Beast<br>13. The Trooper<br>14. Sanctuary<br>15. Futureal<br>16. The Angel and the Gambler<br>17. Man on the Edge<br>18. Lightning Strikes Twice<br>19. Heaven Can Wait<br>20. The Clansman"
"5bd39f30","24-05-1998","Velódromo de Anoeta","San Sebastian",43.3128301277,-1.97499342945,"Spain","Virtual XI World Tour","1. When Two Worlds Collide<br>2. Lord of the Flies<br>3. 2 Minutes to Midnight<br>4. The Educated Fool<br>5. Sign of the Cross<br>6. Hallowed Be Thy Name<br>7. Afraid to Shoot Strangers<br>8. The Evil That Men Do<br>9. The Clairvoyant<br>10. Fear of the Dark<br>11. Iron Maiden<br>12. The Number of the Beast<br>13. The Trooper<br>14. Sanctuary<br>15. Futureal<br>16. The Angel and the Gambler<br>17. Man on the Edge<br>18. Lightning Strikes Twice<br>19. Heaven Can Wait<br>20. The Clansman"
"53d39f31","23-05-1998","Plaza de Toros","Valladolid",41.65,-4.7166667,"Spain","Virtual XI World Tour","1. When Two Worlds Collide<br>2. Lord of the Flies<br>3. 2 Minutes to Midnight<br>4. The Educated Fool<br>5. Sign of the Cross<br>6. Hallowed Be Thy Name<br>7. Afraid to Shoot Strangers<br>8. The Evil That Men Do<br>9. The Clairvoyant<br>10. Fear of the Dark<br>11. Iron Maiden<br>12. The Number of the Beast<br>13. The Trooper<br>14. Sanctuary<br>15. Futureal<br>16. The Angel and the Gambler<br>17. Man on the Edge<br>18. Lightning Strikes Twice<br>19. Heaven Can Wait<br>20. The Clansman"
"4bd39f32","22-05-1998","Pavillón dos Remedios","Ourense",42.350882201474,-7.90210545041907,"Spain","Virtual XI World Tour","1. When Two Worlds Collide<br>2. Lord of the Flies<br>3. 2 Minutes to Midnight<br>4. The Educated Fool<br>5. Sign of the Cross<br>6. Hallowed Be Thy Name<br>7. Afraid to Shoot Strangers<br>8. The Evil That Men Do<br>9. The Clairvoyant<br>10. Fear of the Dark<br>11. Iron Maiden<br>12. The Number of the Beast<br>13. The Trooper<br>14. Sanctuary<br>15. Futureal<br>16. The Angel and the Gambler<br>17. Man on the Edge<br>18. Lightning Strikes Twice<br>19. Heaven Can Wait<br>20. The Clansman"
"3bd7e864","20-05-1998","Pavilhão do Grupo Dramático e Sportivo de Cascais","Cascais",38.6979033995304,-9.42146301269531,"Portugal","Virtual XI World Tour","1. When Two Worlds Collide<br>2. Lord of the Flies<br>3. The Educated Fool<br>4. Sign of the Cross<br>5. Hallowed Be Thy Name<br>6. Afraid to Shoot Strangers<br>7. 2 Minutes to Midnight<br>8. The Evil That Men Do<br>9. The Clairvoyant<br>10. Fear of the Dark<br>11. Iron Maiden<br>12. The Number of the Beast<br>13. The Trooper<br>14. Sanctuary<br>15. Futureal<br>16. The Angel and the Gambler<br>17. Man on the Edge<br>18. Lightning Strikes Twice<br>19. Heaven Can Wait<br>20. The Clansman"
"43d6135b","19-05-1998","Palacio de Deportes de la Comunidad de Madrid","Madrid",40.4165020941502,-3.70256423950195,"Spain","Virtual XI World Tour","1. When Two Worlds Collide<br>2. Lord of the Flies<br>3. The Educated Fool<br>4. Sign of the Cross<br>5. Hallowed Be Thy Name<br>6. Afraid to Shoot Strangers<br>7. 2 Minutes to Midnight<br>8. The Evil That Men Do<br>9. The Clairvoyant<br>10. Fear of the Dark<br>11. Iron Maiden<br>12. The Number of the Beast<br>13. The Trooper<br>14. Sanctuary<br>15. Futureal<br>16. The Angel and the Gambler<br>17. Man on the Edge<br>18. Lightning Strikes Twice<br>19. Heaven Can Wait<br>20. The Clansman"
"3d3990b","18-05-1998","Pavelló de la Vall d’Hebron","Barcelona",41.3887868890716,2.15898513793945,"Spain","Virtual XI World Tour","1. When Two Worlds Collide<br>2. Lord of the Flies<br>3. The Educated Fool<br>4. Sign of the Cross<br>5. Hallowed Be Thy Name<br>6. Afraid to Shoot Strangers<br>7. 2 Minutes to Midnight<br>8. The Evil That Men Do<br>9. The Clairvoyant<br>10. Fear of the Dark<br>11. Iron Maiden<br>12. The Number of the Beast<br>13. The Trooper<br>14. Sanctuary<br>15. Futureal<br>16. The Angel and the Gambler<br>17. Man on the Edge<br>18. Lightning Strikes Twice<br>19. Heaven Can Wait<br>20. The Clansman"
"43d39f33","16-05-1998","Brixton Academy","London",51.5084152563931,-0.125532746315002,"United Kingdom","Virtual XI World Tour","1. When Two Worlds Collide<br>2. Lord of the Flies<br>3. 2 Minutes to Midnight<br>4. The Educated Fool<br>5. Sign of the Cross<br>6. Hallowed Be Thy Name<br>7. Afraid to Shoot Strangers<br>8. The Evil That Men Do<br>9. The Clairvoyant<br>10. Fear of the Dark<br>11. Iron Maiden<br>12. The Number of the Beast<br>13. The Trooper<br>14. Sanctuary<br>15. Futureal<br>16. The Angel and the Gambler<br>17. Man on the Edge<br>18. Lightning Strikes Twice<br>19. Heaven Can Wait<br>20. The Clansman"
"1bd6e188","14-05-1998","Ahoy","Rotterdam",51.9225,4.479167,"Netherlands","Virtual XI World Tour","1. When Two Worlds Collide<br>2. Lord of the Flies<br>3. 2 Minutes to Midnight<br>4. The Educated Fool<br>5. Sign of the Cross<br>6. Hallowed Be Thy Name<br>7. Afraid to Shoot Strangers<br>8. The Evil That Men Do<br>9. The Clairvoyant<br>10. Fear of the Dark<br>11. Iron Maiden<br>12. The Number of the Beast<br>13. The Trooper<br>14. Sanctuary<br>15. Futureal<br>16. The Angel and the Gambler<br>17. Man on the Edge<br>18. Lightning Strikes Twice<br>19. Heaven Can Wait<br>20. The Clansman"
"33d73049","13-05-1998","Brabanthal","Haasrode",50.832,4.73,"Belgium","Virtual XI World Tour","1. When Two Worlds Collide<br>2. Murders in the Rue Morgue<br>3. 2 Minutes to Midnight<br>4. The Educated Fool<br>5. Sign of the Cross<br>6. Hallowed Be Thy Name<br>7. Afraid to Shoot Strangers<br>8. The Evil That Men Do<br>9. The Clairvoyant<br>10. Fear of the Dark<br>11. Iron Maiden<br>12. The Number of the Beast<br>13. The Trooper<br>14. Sanctuary<br>15. Futureal<br>16. The Angel and the Gambler<br>17. Man on the Edge<br>18. Lightning Strikes Twice<br>19. Heaven Can Wait<br>20. The Clansman"
